-7.969839175193655853e-03,-6.976059403516342572e-01,-4.085560410130100628e+00,1.023011923938219186e-01,8.662166645630230144e-02,2.991872140877942579e-02,-6.316888954949036183e-02,2.820685733446414156e-01,-6.640694749337571201e-01,1.853051961435287498e-01,8.309265402538371648e-01,-6.816153074891641295e-02,-1.039793601071244300e+00
-6.976059403516332580e-01,2.832260644910355452e-01,-5.405706749391777505e-02,-4.149693455223630423e+00,1.933060719757060397e-01,-3.230035624951629186e-02,-1.934629337825992737e-02,7.266574091806117519e-02,-1.774595233158447055e-02,-9.084089906711259044e-01,1.838513817979723075e-01,1.082262997669356484e-02,-4.541414418458027402e-01
-4.085560410130105069e+00,-5.405706749391143290e-02,-2.789580928989497666e-02,6.976805405680702732e-01,1.006411140317321262e+00,-1.906185845250489563e-01,-3.655665793560477494e-01,2.031061078896874428e-01,-1.053662533378448354e-02,1.558436060184539840e-01,-7.201397846199116826e-01,2.848430564980255486e-01,1.026901994724213729e+00
1.023011923938221962e-01,-4.149693455223631311e+00,6.976805405680698291e-01,-3.345530334641328429e-01,5.657065817815835201e-02,1.149260662572163305e+00,-2.365609031188803391e-01,1.021301775623597030e-01,8.474649724448590771e-02,-9.359848705592178908e-02,-2.181453606998533801e-01,1.067500375907028815e-01,5.067291985526711784e-01
8.662166645630223205e-02,1.933060719757063728e-01,1.006411140317321484e+00,5.657065817815787323e-02,2.018482113431624148e-01,5.333597513725645001e-02,1.906697708924950385e+00,-1.450726769460502164e+00,2.776083688747932765e+00,-1.780639494531550127e-01,-4.923861888696002276e-01,5.874081600929449004e-02,3.188342409036642455e-01
2.991872140877932865e-02,-3.230035624951601431e-02,-1.906185845250487898e-01,1.149260662572163971e+00,5.333597513725663736e-02,9.495656868375268456e-02,6.730856668500678763e-01,-1.329210290416876217e-01,-4.215982516686048176e-01,3.705464725206765841e+00,-1.092348974607832285e-01,1.365429512073408104e-02,1.481247385930875848e-01
-6.316888954948979285e-02,-1.934629337826006962e-02,-3.655665793560476384e-01,-2.365609031188804501e-01,1.906697708924951051e+00,6.730856668500683204e-01,2.023483783586305318e+00,-1.317668526785534366e+00,-2.314220207414340535e+00,-7.479249312852332965e-01,1.332374257109908144e-01,-6.088683152451818126e-02,-4.241761426320955763e-02
2.820685733446412491e-01,7.266574091806103641e-02,2.031061078896878869e-01,1.021301775623597308e-01,-1.450726769460502164e+00,-1.329210290416875939e-01,-1.317668526785534144e+00,-3.500556050513673245e+00,-8.754077557825672429e-01,1.426448299025455911e-02,-2.522500813289382249e-01,1.204322355580389331e-01,1.281021907826958017e-01
-6.640694749337586744e-01,-1.774595233158456423e-02,-1.053662533378463620e-02,8.474649724448599097e-02,2.776083688747932765e+00,-4.215982516686044290e-01,-2.314220207414340091e+00,-8.754077557825657996e-01,9.641819635250509224e-01,4.849255268097446003e-01,3.969292037035237475e-01,-1.342689562317733731e-01,-2.244208985597959116e-01
1.853051961435296935e-01,-9.084089906711259044e-01,1.558436060184539840e-01,-9.359848705592198337e-02,-1.780639494531544575e-01,3.705464725206768062e+00,-7.479249312852331855e-01,1.426448299025448972e-02,4.849255268097450444e-01,6.290762270156068092e-02,1.270819796593684048e-01,-4.555529293891083520e-02,-1.264786365653632894e-01
8.309265402538373868e-01,1.838513817979722798e-01,-7.201397846199117936e-01,-2.181453606998530748e-01,-4.923861888696000610e-01,-1.092348974607828538e-01,1.332374257109905369e-01,-2.522500813289382804e-01,3.969292037035247467e-01,1.270819796593685713e-01,3.675959038247488042e+00,-1.241853970406658014e+00,3.823543124412996930e-01
-6.816153074891614927e-02,1.082262997669344862e-02,2.848430564980258817e-01,1.067500375907028676e-01,5.874081600929453861e-02,1.365429512073413308e-02,-6.088683152451843800e-02,1.204322355580393494e-01,-1.342689562317732066e-01,-4.555529293891084214e-02,-1.241853970406656682e+00,-4.016061360868038221e+00,3.986397118129223482e-01
-1.039793601071241858e+00,-4.541414418458027402e-01,1.026901994724214839e+00,5.067291985526714004e-01,3.188342409036645786e-01,1.481247385930875293e-01,-4.241761426320957845e-02,1.281021907826949691e-01,-2.244208985597960226e-01,-1.264786365653632616e-01,3.823543124412981387e-01,3.986397118129222927e-01,3.708041565932944206e+00
