-2.418084596593705449e+00,-3.400577032026455893e+00,4.703985189609017903e-01,-1.282069659691997543e-01,-9.389649629202814762e-02,-1.670714247626177776e-02,-4.481184914762575966e-02,3.155091458141389693e-01,-1.596667332727068900e-01,-7.000856291074658566e-02,-2.749003462115489488e-02,6.488435740130301665e-01,1.292693139885172871e+00
-3.400577032026459001e+00,2.395053401001340454e+00,-7.142752353903012441e-01,-4.700314052248833474e-01,-3.842155125109405784e-03,-3.254235619196091389e-02,5.662804964841902100e-01,6.869255547465138445e-01,-2.010905049234305575e-01,-2.030152634999493610e-01,-5.323111098430519661e-01,-8.465235393912071138e-02,3.086326728297295596e-01
4.703985189609017903e-01,-7.142752353903005780e-01,-2.399428767370100246e+00,-3.338732273494280367e+00,1.515657581726357894e-01,4.634091664008724992e-02,2.993618926727065199e-02,1.702647716901588629e-02,2.691730125187347111e-01,8.746080699159949901e-02,3.062212130937910226e-01,4.710899295336721804e-01,-1.399206188426412867e+00
-1.282069659692006147e-01,-4.700314052248818486e-01,-3.338732273494280367e+00,2.594990298814906726e+00,4.898843634488894705e-02,4.046801306276564397e-02,-1.299052370810150070e-01,6.711083458793304368e-01,5.838267417346675314e-01,1.958192289666785268e-01,4.591594191267592273e-01,-4.128860095555778043e-01,-4.441288956050049030e-01
-9.389649629202770353e-02,-3.842155125109379763e-03,1.515657581726353453e-01,4.898843634488900950e-02,-3.167698793699366355e+00,-2.709936708968418539e+00,1.266223009115034770e-01,-6.208980768396882288e-02,-2.267576714583451059e-02,1.631165170546245574e-02,3.332905721785117507e-03,-1.353255372390308603e-02,-9.851178669910019836e-02
-1.670714247626170490e-02,-3.254235619196083756e-02,4.634091664008728462e-02,4.046801306276562316e-02,-2.709936708968417651e+00,3.285300395235796422e+00,1.155825086072871308e-02,-2.080796840348172680e-02,1.028115873829621094e-02,-3.746609814956731316e-02,-4.195729863007008342e-02,5.415990864711387430e-03,-5.248920319145621016e-02
-4.481184914762632171e-02,5.662804964841896549e-01,2.993618926727070056e-02,-1.299052370810149515e-01,1.266223009115031994e-01,1.155825086072875992e-02,-1.825960049257878692e+00,9.311066329791397589e-01,-1.308760642643715943e+00,-6.012238389354928048e-01,-2.593748260905437863e+00,-7.847569273107428689e-01,-1.148491298964434915e+00
3.155091458141381922e-01,6.869255547465146217e-01,1.702647716901574404e-02,6.711083458793307699e-01,-6.208980768396926697e-02,-2.080796840348177190e-02,9.311066329791402030e-01,-7.888526888496198985e-01,7.604190926799059280e-01,8.347998381915364696e-01,-4.838853288721012280e-01,-3.547857939141485950e+00,2.787658967934940057e-01
-1.596667332727067790e-01,-2.010905049234306408e-01,2.691730125187344336e-01,5.838267417346666432e-01,-2.267576714583446201e-02,1.028115873829540429e-02,-1.308760642643716166e+00,7.604190926799053729e-01,-1.377354604265101701e+00,-2.272417829725866145e+00,2.093781105476564708e+00,-1.347498687784534299e+00,9.477999442626245941e-01
-7.000856291074664117e-02,-2.030152634999492500e-01,8.746080699159926308e-02,1.958192289666786101e-01,1.631165170546193879e-02,-3.746609814956815970e-02,-6.012238389354923607e-01,8.347998381915363586e-01,-2.272417829725866589e+00,3.322643510666262845e+00,8.395417419721097341e-01,-1.455069075098976150e-01,3.359820183091308810e-01
-2.749003462115555060e-02,-5.323111098430518551e-01,3.062212130937906895e-01,4.591594191267590608e-01,3.332905721784954010e-03,-4.195729863007000016e-02,-2.593748260905438308e+00,-4.838853288721012835e-01,2.093781105476564264e+00,8.395417419721101782e-01,1.053874444819188350e-01,7.236849014129843882e-02,1.514836537254054427e+00
6.488435740130303886e-01,-8.465235393912069750e-02,4.710899295336721804e-01,-4.128860095555780818e-01,-1.353255372390307909e-02,5.415990864711337990e-03,-7.847569273107422028e-01,-3.547857939141481509e+00,-1.347498687784533189e+00,-1.455069075098975595e-01,7.236849014129848046e-02,3.150512688507393633e-01,-4.063951930133621326e-01
1.292693139885169984e+00,3.086326728297296706e-01,-1.399206188426413533e+00,-4.441288956050049030e-01,-9.851178669910051755e-02,-5.248920319145605751e-02,-1.148491298964434693e+00,2.787658967934940057e-01,9.477999442626241500e-01,3.359820183091307699e-01,1.514836537254054427e+00,-4.063951930133621326e-01,-2.940651347714776875e+00
