-1.405519160973982329e+00,5.826942847987022223e-01,-8.288515602383339509e-01,-3.752764791317077242e-02,-1.787736615305942633e-01,1.093199672641356479e-01,7.931234226250515051e-02,2.016726617946174027e-02,-8.755170602590487405e-01,7.191774534273004393e-02,5.448122701085309494e-01,-1.642291555015094190e-02,1.215044349087792019e+00,2.438800019211598169e+00,-1.392595698542175020e+00,-1.890598331037363381e-03
5.826942847987020002e-01,-2.086784089337460735e+00,1.101233443672644053e-03,-6.578698340195026084e-01,-2.678456614544365566e-01,3.594090624781101639e-01,-6.794085855971047916e-02,9.024862612212315380e-03,-7.271777290861690390e-02,-1.352996315021824832e-02,3.168768734384849739e-01,5.284452267700704420e-01,5.977837546941174862e-01,1.582089781920272831e+00,2.538054269842511257e+00,1.048703234726475544e-02
-8.288515602383326186e-01,1.101233443672168738e-03,-1.303264505517034433e+00,7.243722025420900046e-01,4.248480870886725547e-01,3.680510058469584900e-01,6.527889349033558219e-02,-3.995702791042839153e-02,4.292414896397657720e-01,-5.481252154895402962e-01,-1.006665943103547553e-04,-1.654618798034297733e-02,-1.342842482125487402e+00,2.229617892163307857e+00,1.171904245919282994e+00,3.246338387259454193e-03
-3.752764791317022425e-02,-6.578698340195020533e-01,7.243722025420903377e-01,-2.064071021375548654e+00,2.661332145321962384e-01,2.677227602743168303e-02,5.483885787551808777e-01,2.176431460122597514e-02,-2.639836062065122405e-02,-4.238007652865437291e-02,-7.484507409763284380e-02,-2.115891183578524348e-01,-7.322990060162918313e-01,1.371459212956173346e+00,-2.357477421901241321e+00,-1.294162138286264474e-02
-1.787736615305945687e-01,-2.678456614544367786e-01,4.248480870886724992e-01,2.661332145321966269e-01,-1.350948097569640405e+00,1.475733539237097658e-01,4.151142844808354826e-01,-6.169879094914813844e-02,2.250899759804190770e-01,1.443282167313702236e-01,-3.333680620457374344e-02,1.248538064569554296e-01,1.252201342342280865e+00,-1.730097885423472967e-02,5.022718249408521414e-03,8.887237480010098598e-03
1.093199672641358422e-01,3.594090624781103305e-01,3.680510058469590451e-01,2.677227602743168997e-02,1.475733539237096548e-01,-1.653529370299515300e+00,-1.226429512283820494e-01,7.199389423997861748e-01,-2.976308180010909799e-01,-3.082274731960564229e-01,-4.937327686004912008e-01,1.266994129009477998e-01,2.012052754332850357e-01,3.981001692885786231e-02,3.490285425478421855e-02,-7.809830703619177923e-03
7.931234226250527541e-02,-6.794085855971057630e-02,6.527889349033541566e-02,5.483885787551812108e-01,4.151142844808353161e-01,-1.226429512283820772e-01,-2.207442990486781387e+00,-2.124988439288480746e-01,-8.233980038061831930e-02,-3.065251186777642745e-01,2.595015368758913921e-01,-3.687517434958269558e-01,4.871282928021399838e-01,5.716068221930811766e-03,-1.896891789668254252e-02,-7.443409678156687713e-04
2.016726617946179231e-02,9.024862612212311910e-03,-3.995702791042841234e-02,2.176431460122596820e-02,-6.169879094914836049e-02,7.199389423997862858e-01,-2.124988439288478803e-01,-1.777226586335578951e+00,-1.043783510714689639e-01,3.416632649989826409e-01,-3.998276602359397969e-01,-4.564269536422521090e-01,-4.501774271766510044e-02,1.189998977893234324e-03,-2.090242732693787121e-03,-2.395540206235113011e-03
-8.755170602590492956e-01,-7.271777290861733412e-02,4.292414896397662161e-01,-2.639836062065115119e-02,2.250899759804188827e-01,-2.976308180010907578e-01,-8.233980038061818052e-02,-1.043783510714690749e-01,-1.911753010920596241e+00,-1.646553498521847736e-01,4.323467097039680462e-01,1.086451879516929231e-01,1.570423252252306057e+00,-5.949825255746425678e-02,4.106756452031117000e-02,7.559351326631152945e-02
7.191774534273032149e-02,-1.352996315021823791e-02,-5.481252154895405182e-01,-4.238007652865440761e-02,1.443282167313703623e-01,-3.082274731960565894e-01,-3.065251186777643855e-01,3.416632649989825854e-01,-1.646553498521846903e-01,-2.403973051898229407e+00,-1.104627469320990096e-01,-5.652211969209322909e-03,-7.784440411192933285e-01,-1.166728729705408633e-02,-1.204940692057735775e-02,-8.162167608169975871e-03
5.448122701085306163e-01,3.168768734384849184e-01,-1.006665943104942786e-04,-7.484507409763282992e-02,-3.333680620457412508e-02,-4.937327686004914229e-01,2.595015368758913921e-01,-3.998276602359397414e-01,4.323467097039698226e-01,-1.104627469320982464e-01,-1.253013999099054310e+00,2.408530955930200113e-01,-8.612229676888657481e-01,1.762323413069336389e-02,-3.146379965712491761e-02,4.318497819812853328e-02
-1.642291555015086210e-02,5.284452267700706640e-01,-1.654618798034295651e-02,-2.115891183578523516e-01,1.248538064569553740e-01,1.266994129009478831e-01,-3.687517434958267337e-01,-4.564269536422520535e-01,1.086451879516930757e-01,-5.652211969209165049e-03,2.408530955930206774e-01,-2.379480238020081018e+00,-4.290410881501934837e-01,3.088240406084911700e-03,2.741955524685860124e-02,4.168865598691729769e-03
1.215044349087793352e+00,5.977837546941180413e-01,-1.342842482125488068e+00,-7.322990060162928305e-01,1.252201342342281531e+00,2.012052754332852300e-01,4.871282928021400949e-01,-4.501774271766503799e-02,1.570423252252306945e+00,-7.784440411192923293e-01,-8.612229676888665253e-01,-4.290410881501942053e-01,-4.730354525925067222e+00,9.667908713937092835e-02,-7.114487792107009045e-02,3.843648337421735200e-02
2.438800019211603498e+00,1.582089781920274385e+00,2.229617892163309634e+00,1.371459212956174234e+00,-1.730097885423479212e-02,3.981001692885797333e-02,5.716068221930872481e-03,1.189998977893241480e-03,-5.949825255746436087e-02,-1.166728729705378449e-02,1.762323413069347491e-02,3.088240406084941624e-03,9.667908713937081733e-02,-2.341058810337051543e+00,2.741684809965182039e-04,3.340357208427502216e-03
-1.392595698542176352e+00,2.538054269842512145e+00,1.171904245919283882e+00,-2.357477421901240877e+00,5.022718249408426004e-03,3.490285425478426018e-02,-1.896891789668263967e-02,-2.090242732693800565e-03,4.106756452031110755e-02,-1.204940692057732653e-02,-3.146379965712486904e-02,2.741955524685871226e-02,-7.114487792106996555e-02,2.741684809965121324e-04,-2.328193129810348427e+00,-2.275797053009642745e-02
-1.890598331037365333e-03,1.048703234726475024e-02,3.246338387259459831e-03,-1.294162138286264127e-02,8.887237480010096863e-03,-7.809830703619198740e-03,-7.443409678156707229e-04,-2.395540206235114745e-03,7.559351326631148782e-02,-8.162167608169970667e-03,4.318497819812854716e-02,4.168865598691732371e-03,3.843648337421737976e-02,3.340357208427503950e-03,-2.275797053009643439e-02,2.959626699592278198e-01
